2026-05-28T09:34:51.610Z 615323,0.010,-0.418,0.063,12.696,14.115,2.805;615347,0.058,-0.379,0.046,1.233,10.908,2.286;615369,0.091,-0.386,-0.012,-11.577,6.562,1.057;615389,0.228,-0.620,-0.018,-7.240,2.456,-4.420;615409,0.166,-1.127,0.261,0.465,-6.518,-13.096
2026-05-28T09:34:51.723Z 615429,-0.064,-1.461,0.148,3.197,-13.332,-3.928;615449,0.012,-1.559,0.427,28.453,3.005,-7.001;615469,0.021,-1.635,0.417,35.995,7.571,-4.228;615489,0.045,-1.635,0.482,21.624,7.049,0.042;615509,0.086,-1.592,0.387,24.835,4.142,3.751
2026-05-28T09:34:51.819Z 615529,0.097,-1.474,0.273,26.392,0.784,6.344;615551,0.060,-1.283,0.148,24.685,-1.980,6.198;615571,0.039,-1.082,0.060,23.711,-7.167,4.281;615591,0.069,-0.863,0.001,23.139,-11.347,1.523;615611,0.071,-0.674,0.029,26.269,-9.700,-1.533
2026-05-28T09:34:51.942Z 615634,0.035,-0.547,0.050,26.915,-7.879,-3.329;615654,-0.025,-0.514,0.062,12.752,-10.789,-3.487;615677,-0.036,-0.502,0.083,-3.186,-15.827,-4.407;615697,-0.002,-0.451,0.063,-4.897,-17.930,-8.489;615718,0.039,-0.386,0.019,-0.509,-17.657,-11.953
2026-05-28T09:34:51.998Z 615738,0.049,-0.304,-0.046,2.058,-13.672,-14.310;615759,0.030,-0.240,-0.061,0.980,-4.251,-14.839;615779,0.014,-0.294,-0.208,-0.385,4.654,-13.773;615799,-0.239,-0.751,-0.506,10.046,-2.169,16.208;615819,-0.085,-1.239,-0.162,15.158,-25.538,26.653
2026-05-28T09:34:52.124Z 615839,0.236,-1.328,0.063,-1.022,-29.114,16.539;615859,0.275,-1.440,0.179,6.684,-15.930,11.699;615879,0.232,-1.550,0.284,2.212,-3.763,7.892;615899,0.203,-1.580,0.374,8.499,10.535,3.638;615919,0.119,-1.505,0.421,16.608,22.889,-2.634
2026-05-28T09:34:52.207Z 615943,0.065,-1.375,0.392,15.362,24.747,-8.731;615963,0.048,-1.249,0.356,8.425,21.887,-12.877;615983,0.042,-1.093,0.315,2.730,17.230,-15.153;616003,0.008,-0.924,0.240,3.795,15.525,-14.993;616023,-0.011,-0.769,0.138,7.071,19.943,-11.737
2026-05-28T09:34:52.324Z 616043,0.008,-0.616,0.087,9.187,25.164,-7.061;616067,0.030,-0.486,0.015,16.992,28.338,-2.885;616087,0.025,-0.374,0.029,21.071,28.327,-0.061;616107,0.014,-0.323,0.056,17.288,23.748,1.475;616127,-0.024,-0.371,-0.020,5.549,9.437,3.656
2026-05-28T09:34:52.423Z 616147,0.276,-0.914,0.046,10.146,-3.019,-13.900;616171,0.038,-1.186,-0.156,24.929,-10.248,-15.778;616191,0.020,-1.356,0.425,-4.179,-11.668,-6.968;616211,0.019,-1.545,0.372,19.977,-5.184,-4.067;616231,0.012,-1.575,0.392,5.390,-5.569,2.874
2026-05-28T09:34:52.571Z 616251,0.054,-1.536,0.477,-1.104,-6.666,9.051;616275,0.090,-1.436,0.386,3.895,-7.662,13.021;616295,0.102,-1.281,0.286,5.307,-8.655,13.382;616315,0.075,-1.095,0.194,8.915,-10.433,10.637;616335,0.069,-0.888,0.095,13.666,-13.116,6.022
